sample_id,signer_id,symbol,symbol_type,handedness,repetition,hold_start_frame,hold_end_frame,landmark_path,source_video,split
VSL_ALPHA_S10_Dau_moc_REP05,S10,Dau_moc,accent,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S10/VSL_ALPHA_S10_Dau_moc_REP05.npz,data/vsl_alphabet_pilot/videos/S10/VSL_ALPHA_S10_Dau_moc_REP05.mp4,train
VSL_ALPHA_S11_A_REP01,S11,A,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_A_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_A_REP01.mp4,train
VSL_ALPHA_S11_A_REP02,S11,A,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_A_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_A_REP02.mp4,train
VSL_ALPHA_S11_A_REP03,S11,A,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_A_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_A_REP03.mp4,train
VSL_ALPHA_S11_A_REP04,S11,A,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_A_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_A_REP04.mp4,train
VSL_ALPHA_S11_A_REP05,S11,A,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_A_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_A_REP05.mp4,train
VSL_ALPHA_S11_B_REP01,S11,B,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_B_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_B_REP01.mp4,train
VSL_ALPHA_S11_B_REP02,S11,B,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_B_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_B_REP02.mp4,train
VSL_ALPHA_S11_B_REP03,S11,B,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_B_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_B_REP03.mp4,train
VSL_ALPHA_S11_B_REP04,S11,B,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_B_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_B_REP04.mp4,train
VSL_ALPHA_S11_B_REP05,S11,B,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_B_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_B_REP05.mp4,train
VSL_ALPHA_S11_C_REP01,S11,C,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_C_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_C_REP01.mp4,train
VSL_ALPHA_S11_C_REP02,S11,C,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_C_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_C_REP02.mp4,train
VSL_ALPHA_S11_C_REP03,S11,C,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_C_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_C_REP03.mp4,train
VSL_ALPHA_S11_C_REP04,S11,C,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_C_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_C_REP04.mp4,train
VSL_ALPHA_S11_C_REP05,S11,C,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_C_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_C_REP05.mp4,train
VSL_ALPHA_S11_D_REP01,S11,D,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_D_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_D_REP01.mp4,train
VSL_ALPHA_S11_D_REP02,S11,D,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_D_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_D_REP02.mp4,train
VSL_ALPHA_S11_D_REP03,S11,D,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_D_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_D_REP03.mp4,train
VSL_ALPHA_S11_D_REP04,S11,D,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_D_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_D_REP04.mp4,train
VSL_ALPHA_S11_D_REP05,S11,D,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_D_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_D_REP05.mp4,train
VSL_ALPHA_S11_Đ_REP01,S11,Đ,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Đ_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Đ_REP01.mp4,train
VSL_ALPHA_S11_Đ_REP02,S11,Đ,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Đ_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Đ_REP02.mp4,train
VSL_ALPHA_S11_Đ_REP03,S11,Đ,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Đ_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Đ_REP03.mp4,train
VSL_ALPHA_S11_Đ_REP04,S11,Đ,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Đ_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Đ_REP04.mp4,train
VSL_ALPHA_S11_Đ_REP05,S11,Đ,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Đ_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Đ_REP05.mp4,train
VSL_ALPHA_S11_E_REP01,S11,E,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_E_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_E_REP01.mp4,train
VSL_ALPHA_S11_E_REP02,S11,E,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_E_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_E_REP02.mp4,train
VSL_ALPHA_S11_E_REP03,S11,E,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_E_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_E_REP03.mp4,train
VSL_ALPHA_S11_E_REP04,S11,E,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_E_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_E_REP04.mp4,train
VSL_ALPHA_S11_E_REP05,S11,E,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_E_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_E_REP05.mp4,train
VSL_ALPHA_S11_G_REP01,S11,G,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_G_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_G_REP01.mp4,train
VSL_ALPHA_S11_G_REP02,S11,G,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_G_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_G_REP02.mp4,train
VSL_ALPHA_S11_G_REP03,S11,G,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_G_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_G_REP03.mp4,train
VSL_ALPHA_S11_G_REP04,S11,G,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_G_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_G_REP04.mp4,train
VSL_ALPHA_S11_G_REP05,S11,G,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_G_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_G_REP05.mp4,train
VSL_ALPHA_S11_H_REP01,S11,H,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_H_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_H_REP01.mp4,train
VSL_ALPHA_S11_H_REP02,S11,H,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_H_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_H_REP02.mp4,train
VSL_ALPHA_S11_H_REP03,S11,H,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_H_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_H_REP03.mp4,train
VSL_ALPHA_S11_H_REP04,S11,H,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_H_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_H_REP04.mp4,train
VSL_ALPHA_S11_H_REP05,S11,H,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_H_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_H_REP05.mp4,train
VSL_ALPHA_S11_I_REP01,S11,I,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_I_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_I_REP01.mp4,train
VSL_ALPHA_S11_I_REP02,S11,I,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_I_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_I_REP02.mp4,train
VSL_ALPHA_S11_I_REP03,S11,I,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_I_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_I_REP03.mp4,train
VSL_ALPHA_S11_I_REP04,S11,I,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_I_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_I_REP04.mp4,train
VSL_ALPHA_S11_I_REP05,S11,I,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_I_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_I_REP05.mp4,train
VSL_ALPHA_S11_K_REP01,S11,K,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_K_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_K_REP01.mp4,train
VSL_ALPHA_S11_K_REP02,S11,K,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_K_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_K_REP02.mp4,train
VSL_ALPHA_S11_K_REP03,S11,K,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_K_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_K_REP03.mp4,train
VSL_ALPHA_S11_K_REP04,S11,K,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_K_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_K_REP04.mp4,train
VSL_ALPHA_S11_K_REP05,S11,K,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_K_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_K_REP05.mp4,train
VSL_ALPHA_S11_L_REP01,S11,L,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_L_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_L_REP01.mp4,train
VSL_ALPHA_S11_L_REP02,S11,L,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_L_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_L_REP02.mp4,train
VSL_ALPHA_S11_L_REP03,S11,L,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_L_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_L_REP03.mp4,train
VSL_ALPHA_S11_L_REP04,S11,L,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_L_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_L_REP04.mp4,train
VSL_ALPHA_S11_L_REP05,S11,L,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_L_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_L_REP05.mp4,train
VSL_ALPHA_S11_M_REP01,S11,M,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_M_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_M_REP01.mp4,train
VSL_ALPHA_S11_M_REP02,S11,M,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_M_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_M_REP02.mp4,train
VSL_ALPHA_S11_M_REP03,S11,M,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_M_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_M_REP03.mp4,train
VSL_ALPHA_S11_M_REP04,S11,M,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_M_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_M_REP04.mp4,train
VSL_ALPHA_S11_M_REP05,S11,M,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_M_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_M_REP05.mp4,train
VSL_ALPHA_S11_N_REP01,S11,N,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_N_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_N_REP01.mp4,train
VSL_ALPHA_S11_N_REP02,S11,N,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_N_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_N_REP02.mp4,train
VSL_ALPHA_S11_N_REP03,S11,N,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_N_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_N_REP03.mp4,train
VSL_ALPHA_S11_N_REP04,S11,N,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_N_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_N_REP04.mp4,train
VSL_ALPHA_S11_N_REP05,S11,N,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_N_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_N_REP05.mp4,train
VSL_ALPHA_S11_O_REP01,S11,O,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_O_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_O_REP01.mp4,train
VSL_ALPHA_S11_O_REP02,S11,O,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_O_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_O_REP02.mp4,train
VSL_ALPHA_S11_O_REP03,S11,O,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_O_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_O_REP03.mp4,train
VSL_ALPHA_S11_O_REP04,S11,O,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_O_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_O_REP04.mp4,train
VSL_ALPHA_S11_O_REP05,S11,O,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_O_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_O_REP05.mp4,train
VSL_ALPHA_S11_P_REP01,S11,P,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_P_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_P_REP01.mp4,train
VSL_ALPHA_S11_P_REP02,S11,P,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_P_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_P_REP02.mp4,train
VSL_ALPHA_S11_P_REP03,S11,P,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_P_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_P_REP03.mp4,train
VSL_ALPHA_S11_P_REP04,S11,P,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_P_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_P_REP04.mp4,train
VSL_ALPHA_S11_P_REP05,S11,P,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_P_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_P_REP05.mp4,train
VSL_ALPHA_S11_Q_REP01,S11,Q,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Q_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Q_REP01.mp4,train
VSL_ALPHA_S11_Q_REP02,S11,Q,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Q_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Q_REP02.mp4,train
VSL_ALPHA_S11_Q_REP03,S11,Q,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Q_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Q_REP03.mp4,train
VSL_ALPHA_S11_Q_REP04,S11,Q,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Q_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Q_REP04.mp4,train
VSL_ALPHA_S11_Q_REP05,S11,Q,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_Q_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_Q_REP05.mp4,train
VSL_ALPHA_S11_R_REP01,S11,R,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_R_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_R_REP01.mp4,train
VSL_ALPHA_S11_R_REP02,S11,R,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_R_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_R_REP02.mp4,train
VSL_ALPHA_S11_R_REP03,S11,R,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_R_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_R_REP03.mp4,train
VSL_ALPHA_S11_R_REP04,S11,R,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_R_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_R_REP04.mp4,train
VSL_ALPHA_S11_R_REP05,S11,R,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_R_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_R_REP05.mp4,train
VSL_ALPHA_S11_S_REP01,S11,S,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_S_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_S_REP01.mp4,train
VSL_ALPHA_S11_S_REP02,S11,S,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_S_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_S_REP02.mp4,train
VSL_ALPHA_S11_S_REP03,S11,S,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_S_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_S_REP03.mp4,train
VSL_ALPHA_S11_S_REP04,S11,S,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_S_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_S_REP04.mp4,train
VSL_ALPHA_S11_S_REP05,S11,S,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_S_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_S_REP05.mp4,train
VSL_ALPHA_S11_T_REP01,S11,T,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_T_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_T_REP01.mp4,train
VSL_ALPHA_S11_T_REP02,S11,T,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_T_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_T_REP02.mp4,train
VSL_ALPHA_S11_T_REP03,S11,T,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_T_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_T_REP03.mp4,train
VSL_ALPHA_S11_T_REP04,S11,T,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_T_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_T_REP04.mp4,train
VSL_ALPHA_S11_T_REP05,S11,T,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_T_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_T_REP05.mp4,train
VSL_ALPHA_S11_U_REP01,S11,U,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_U_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_U_REP01.mp4,train
VSL_ALPHA_S11_U_REP02,S11,U,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_U_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_U_REP02.mp4,train
VSL_ALPHA_S11_U_REP03,S11,U,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_U_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_U_REP03.mp4,train
VSL_ALPHA_S11_U_REP04,S11,U,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_U_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_U_REP04.mp4,train
VSL_ALPHA_S11_U_REP05,S11,U,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_U_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_U_REP05.mp4,train
VSL_ALPHA_S11_V_REP01,S11,V,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_V_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_V_REP01.mp4,train
VSL_ALPHA_S11_V_REP02,S11,V,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_V_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_V_REP02.mp4,train
VSL_ALPHA_S11_V_REP03,S11,V,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_V_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_V_REP03.mp4,train
VSL_ALPHA_S11_V_REP04,S11,V,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_V_REP04.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_V_REP04.mp4,train
VSL_ALPHA_S11_V_REP05,S11,V,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_V_REP05.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_V_REP05.mp4,train
VSL_ALPHA_S11_X_REP01,S11,X,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_X_REP01.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_X_REP01.mp4,train
VSL_ALPHA_S11_X_REP02,S11,X,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_X_REP02.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_X_REP02.mp4,train
VSL_ALPHA_S11_X_REP03,S11,X,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S11/VSL_ALPHA_S11_X_REP03.npz,data/vsl_alphabet_pilot/videos/S11/VSL_ALPHA_S11_X_REP03.mp4,train
