video_id,file_name,source,gloss_raw,gloss_normalized,dialect,signer_id,recording_group,width,height,npz_path,split
vslgh_SENT273_S03_R01_F_g02,SENT273_S03_R01_F_g02,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R01_F_g02.npz,train
vslgh_SENT273_S03_R01_F_g03,SENT273_S03_R01_F_g03,vslgh,CÓ,có,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R01_F_g03.npz,train
vslgh_SENT273_S03_R02_F_g00,SENT273_S03_R02_F_g00,vslgh,ĐƠN,đơn,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R02_F_g00.npz,train
vslgh_SENT273_S03_R02_F_g01,SENT273_S03_R02_F_g01,vslgh,THUỐC,thuốc,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R02_F_g01.npz,train
vslgh_SENT273_S03_R02_F_g02,SENT273_S03_R02_F_g02,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R02_F_g02.npz,train
vslgh_SENT273_S03_R02_F_g03,SENT273_S03_R02_F_g03,vslgh,CÓ,có,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R02_F_g03.npz,train
vslgh_SENT273_S03_R03_F_g00,SENT273_S03_R03_F_g00,vslgh,ĐƠN,đơn,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R03_F_g00.npz,train
vslgh_SENT273_S03_R03_F_g01,SENT273_S03_R03_F_g01,vslgh,THUỐC,thuốc,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R03_F_g01.npz,train
vslgh_SENT273_S03_R03_F_g02,SENT273_S03_R03_F_g02,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R03_F_g02.npz,train
vslgh_SENT273_S03_R03_F_g03,SENT273_S03_R03_F_g03,vslgh,CÓ,có,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT273_S03_R03_F_g03.npz,train
vslgh_SENT273_S04_R01_F_g00,SENT273_S04_R01_F_g00,vslgh,ĐƠN,đơn,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R01_F_g00.npz,train
vslgh_SENT273_S04_R01_F_g01,SENT273_S04_R01_F_g01,vslgh,THUỐC,thuốc,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R01_F_g01.npz,train
vslgh_SENT273_S04_R01_F_g02,SENT273_S04_R01_F_g02,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R01_F_g02.npz,train
vslgh_SENT273_S04_R01_F_g03,SENT273_S04_R01_F_g03,vslgh,CÓ,có,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R01_F_g03.npz,train
vslgh_SENT273_S04_R02_F_g00,SENT273_S04_R02_F_g00,vslgh,ĐƠN,đơn,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R02_F_g00.npz,train
vslgh_SENT273_S04_R02_F_g01,SENT273_S04_R02_F_g01,vslgh,THUỐC,thuốc,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R02_F_g01.npz,train
vslgh_SENT273_S04_R02_F_g02,SENT273_S04_R02_F_g02,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R02_F_g02.npz,train
vslgh_SENT273_S04_R02_F_g03,SENT273_S04_R02_F_g03,vslgh,CÓ,có,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R02_F_g03.npz,train
vslgh_SENT273_S04_R03_F_g00,SENT273_S04_R03_F_g00,vslgh,ĐƠN,đơn,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R03_F_g00.npz,train
vslgh_SENT273_S04_R03_F_g01,SENT273_S04_R03_F_g01,vslgh,THUỐC,thuốc,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R03_F_g01.npz,train
vslgh_SENT273_S04_R03_F_g02,SENT273_S04_R03_F_g02,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R03_F_g02.npz,train
vslgh_SENT273_S04_R03_F_g03,SENT273_S04_R03_F_g03,vslgh,CÓ,có,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT273_S04_R03_F_g03.npz,train
vslgh_SENT274_S01_R01_F_g00,SENT274_S01_R01_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R01_F_g00.npz,train
vslgh_SENT274_S01_R01_F_g01,SENT274_S01_R01_F_g01,vslgh,MUA,mua,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R01_F_g01.npz,train
vslgh_SENT274_S01_R01_F_g02,SENT274_S01_R01_F_g02,vslgh,THUỐC,thuốc,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R01_F_g02.npz,train
vslgh_SENT274_S01_R01_F_g03,SENT274_S01_R01_F_g03,vslgh,SẼ,sẽ,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R01_F_g03.npz,train
vslgh_SENT274_S01_R02_F_g00,SENT274_S01_R02_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R02_F_g00.npz,train
vslgh_SENT274_S01_R02_F_g01,SENT274_S01_R02_F_g01,vslgh,MUA,mua,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R02_F_g01.npz,train
vslgh_SENT274_S01_R02_F_g02,SENT274_S01_R02_F_g02,vslgh,THUỐC,thuốc,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R02_F_g02.npz,train
vslgh_SENT274_S01_R02_F_g03,SENT274_S01_R02_F_g03,vslgh,SẼ,sẽ,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R02_F_g03.npz,train
vslgh_SENT274_S01_R03_F_g00,SENT274_S01_R03_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R03_F_g00.npz,train
vslgh_SENT274_S01_R03_F_g01,SENT274_S01_R03_F_g01,vslgh,MUA,mua,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R03_F_g01.npz,train
vslgh_SENT274_S01_R03_F_g02,SENT274_S01_R03_F_g02,vslgh,THUỐC,thuốc,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R03_F_g02.npz,train
vslgh_SENT274_S01_R03_F_g03,SENT274_S01_R03_F_g03,vslgh,SẼ,sẽ,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT274_S01_R03_F_g03.npz,train
vslgh_SENT274_S02_R01_F_g00,SENT274_S02_R01_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R01_F_g00.npz,train
vslgh_SENT274_S02_R01_F_g01,SENT274_S02_R01_F_g01,vslgh,MUA,mua,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R01_F_g01.npz,train
vslgh_SENT274_S02_R01_F_g02,SENT274_S02_R01_F_g02,vslgh,THUỐC,thuốc,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R01_F_g02.npz,train
vslgh_SENT274_S02_R01_F_g03,SENT274_S02_R01_F_g03,vslgh,SẼ,sẽ,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R01_F_g03.npz,train
vslgh_SENT274_S02_R02_F_g00,SENT274_S02_R02_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R02_F_g00.npz,train
vslgh_SENT274_S02_R02_F_g01,SENT274_S02_R02_F_g01,vslgh,MUA,mua,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R02_F_g01.npz,train
vslgh_SENT274_S02_R02_F_g02,SENT274_S02_R02_F_g02,vslgh,THUỐC,thuốc,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R02_F_g02.npz,train
vslgh_SENT274_S02_R02_F_g03,SENT274_S02_R02_F_g03,vslgh,SẼ,sẽ,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R02_F_g03.npz,train
vslgh_SENT274_S02_R03_F_g00,SENT274_S02_R03_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R03_F_g00.npz,train
vslgh_SENT274_S02_R03_F_g01,SENT274_S02_R03_F_g01,vslgh,MUA,mua,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R03_F_g01.npz,train
vslgh_SENT274_S02_R03_F_g02,SENT274_S02_R03_F_g02,vslgh,THUỐC,thuốc,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R03_F_g02.npz,train
vslgh_SENT274_S02_R03_F_g03,SENT274_S02_R03_F_g03,vslgh,SẼ,sẽ,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT274_S02_R03_F_g03.npz,train
vslgh_SENT274_S03_R01_F_g00,SENT274_S03_R01_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R01_F_g00.npz,train
vslgh_SENT274_S03_R01_F_g01,SENT274_S03_R01_F_g01,vslgh,MUA,mua,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R01_F_g01.npz,train
vslgh_SENT274_S03_R01_F_g02,SENT274_S03_R01_F_g02,vslgh,THUỐC,thuốc,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R01_F_g02.npz,train
vslgh_SENT274_S03_R01_F_g03,SENT274_S03_R01_F_g03,vslgh,SẼ,sẽ,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R01_F_g03.npz,train
vslgh_SENT274_S03_R02_F_g00,SENT274_S03_R02_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R02_F_g00.npz,train
vslgh_SENT274_S03_R02_F_g01,SENT274_S03_R02_F_g01,vslgh,MUA,mua,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R02_F_g01.npz,train
vslgh_SENT274_S03_R02_F_g02,SENT274_S03_R02_F_g02,vslgh,THUỐC,thuốc,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R02_F_g02.npz,train
vslgh_SENT274_S03_R02_F_g03,SENT274_S03_R02_F_g03,vslgh,SẼ,sẽ,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R02_F_g03.npz,train
vslgh_SENT274_S03_R03_F_g00,SENT274_S03_R03_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R03_F_g00.npz,train
vslgh_SENT274_S03_R03_F_g01,SENT274_S03_R03_F_g01,vslgh,MUA,mua,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R03_F_g01.npz,train
vslgh_SENT274_S03_R03_F_g02,SENT274_S03_R03_F_g02,vslgh,THUỐC,thuốc,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R03_F_g02.npz,train
vslgh_SENT274_S03_R03_F_g03,SENT274_S03_R03_F_g03,vslgh,SẼ,sẽ,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT274_S03_R03_F_g03.npz,train
vslgh_SENT274_S04_R01_F_g00,SENT274_S04_R01_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R01_F_g00.npz,train
vslgh_SENT274_S04_R01_F_g01,SENT274_S04_R01_F_g01,vslgh,MUA,mua,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R01_F_g01.npz,train
vslgh_SENT274_S04_R01_F_g02,SENT274_S04_R01_F_g02,vslgh,THUỐC,thuốc,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R01_F_g02.npz,train
vslgh_SENT274_S04_R01_F_g03,SENT274_S04_R01_F_g03,vslgh,SẼ,sẽ,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R01_F_g03.npz,train
vslgh_SENT274_S04_R02_F_g00,SENT274_S04_R02_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R02_F_g00.npz,train
vslgh_SENT274_S04_R02_F_g01,SENT274_S04_R02_F_g01,vslgh,MUA,mua,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R02_F_g01.npz,train
vslgh_SENT274_S04_R02_F_g02,SENT274_S04_R02_F_g02,vslgh,THUỐC,thuốc,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R02_F_g02.npz,train
vslgh_SENT274_S04_R02_F_g03,SENT274_S04_R02_F_g03,vslgh,SẼ,sẽ,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R02_F_g03.npz,train
vslgh_SENT274_S04_R03_F_g00,SENT274_S04_R03_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R03_F_g00.npz,train
vslgh_SENT274_S04_R03_F_g01,SENT274_S04_R03_F_g01,vslgh,MUA,mua,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R03_F_g01.npz,train
vslgh_SENT274_S04_R03_F_g02,SENT274_S04_R03_F_g02,vslgh,THUỐC,thuốc,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R03_F_g02.npz,train
vslgh_SENT274_S04_R03_F_g03,SENT274_S04_R03_F_g03,vslgh,SẼ,sẽ,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT274_S04_R03_F_g03.npz,train
vslgh_SENT275_S01_R01_F_g00,SENT275_S01_R01_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R01_F_g00.npz,train
vslgh_SENT275_S01_R01_F_g01,SENT275_S01_R01_F_g01,vslgh,THẺ,thẻ,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R01_F_g01.npz,train
vslgh_SENT275_S01_R01_F_g02,SENT275_S01_R01_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R01_F_g02.npz,train
vslgh_SENT275_S01_R01_F_g03,SENT275_S01_R01_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R01_F_g03.npz,train
vslgh_SENT275_S01_R02_F_g00,SENT275_S01_R02_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R02_F_g00.npz,train
vslgh_SENT275_S01_R02_F_g01,SENT275_S01_R02_F_g01,vslgh,THẺ,thẻ,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R02_F_g01.npz,train
vslgh_SENT275_S01_R02_F_g02,SENT275_S01_R02_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R02_F_g02.npz,train
vslgh_SENT275_S01_R02_F_g03,SENT275_S01_R02_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R02_F_g03.npz,train
vslgh_SENT275_S01_R03_F_g00,SENT275_S01_R03_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R03_F_g00.npz,train
vslgh_SENT275_S01_R03_F_g01,SENT275_S01_R03_F_g01,vslgh,THẺ,thẻ,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R03_F_g01.npz,train
vslgh_SENT275_S01_R03_F_g02,SENT275_S01_R03_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R03_F_g02.npz,train
vslgh_SENT275_S01_R03_F_g03,SENT275_S01_R03_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT275_S01_R03_F_g03.npz,train
vslgh_SENT275_S02_R01_F_g00,SENT275_S02_R01_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R01_F_g00.npz,train
vslgh_SENT275_S02_R01_F_g01,SENT275_S02_R01_F_g01,vslgh,THẺ,thẻ,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R01_F_g01.npz,train
vslgh_SENT275_S02_R01_F_g02,SENT275_S02_R01_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R01_F_g02.npz,train
vslgh_SENT275_S02_R01_F_g03,SENT275_S02_R01_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R01_F_g03.npz,train
vslgh_SENT275_S02_R02_F_g00,SENT275_S02_R02_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R02_F_g00.npz,train
vslgh_SENT275_S02_R02_F_g01,SENT275_S02_R02_F_g01,vslgh,THẺ,thẻ,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R02_F_g01.npz,train
vslgh_SENT275_S02_R02_F_g02,SENT275_S02_R02_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R02_F_g02.npz,train
vslgh_SENT275_S02_R02_F_g03,SENT275_S02_R02_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R02_F_g03.npz,train
vslgh_SENT275_S02_R03_F_g00,SENT275_S02_R03_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R03_F_g00.npz,train
vslgh_SENT275_S02_R03_F_g01,SENT275_S02_R03_F_g01,vslgh,THẺ,thẻ,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R03_F_g01.npz,train
vslgh_SENT275_S02_R03_F_g02,SENT275_S02_R03_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R03_F_g02.npz,train
vslgh_SENT275_S02_R03_F_g03,SENT275_S02_R03_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT275_S02_R03_F_g03.npz,train
vslgh_SENT275_S03_R01_F_g00,SENT275_S03_R01_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R01_F_g00.npz,train
vslgh_SENT275_S03_R01_F_g01,SENT275_S03_R01_F_g01,vslgh,THẺ,thẻ,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R01_F_g01.npz,train
vslgh_SENT275_S03_R01_F_g02,SENT275_S03_R01_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R01_F_g02.npz,train
vslgh_SENT275_S03_R01_F_g03,SENT275_S03_R01_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R01_F_g03.npz,train
vslgh_SENT275_S03_R02_F_g00,SENT275_S03_R02_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R02_F_g00.npz,train
vslgh_SENT275_S03_R02_F_g01,SENT275_S03_R02_F_g01,vslgh,THẺ,thẻ,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R02_F_g01.npz,train
vslgh_SENT275_S03_R02_F_g02,SENT275_S03_R02_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R02_F_g02.npz,train
vslgh_SENT275_S03_R02_F_g03,SENT275_S03_R02_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R02_F_g03.npz,train
vslgh_SENT275_S03_R03_F_g00,SENT275_S03_R03_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R03_F_g00.npz,train
vslgh_SENT275_S03_R03_F_g01,SENT275_S03_R03_F_g01,vslgh,THẺ,thẻ,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R03_F_g01.npz,train
vslgh_SENT275_S03_R03_F_g02,SENT275_S03_R03_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R03_F_g02.npz,train
vslgh_SENT275_S03_R03_F_g03,SENT275_S03_R03_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT275_S03_R03_F_g03.npz,train
vslgh_SENT275_S04_R01_F_g00,SENT275_S04_R01_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R01_F_g00.npz,train
vslgh_SENT275_S04_R01_F_g01,SENT275_S04_R01_F_g01,vslgh,THẺ,thẻ,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R01_F_g01.npz,train
vslgh_SENT275_S04_R01_F_g02,SENT275_S04_R01_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R01_F_g02.npz,train
vslgh_SENT275_S04_R01_F_g03,SENT275_S04_R01_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R01_F_g03.npz,train
vslgh_SENT275_S04_R02_F_g00,SENT275_S04_R02_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R02_F_g00.npz,train
vslgh_SENT275_S04_R02_F_g01,SENT275_S04_R02_F_g01,vslgh,THẺ,thẻ,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R02_F_g01.npz,train
vslgh_SENT275_S04_R02_F_g02,SENT275_S04_R02_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R02_F_g02.npz,train
vslgh_SENT275_S04_R02_F_g03,SENT275_S04_R02_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R02_F_g03.npz,train
vslgh_SENT275_S04_R03_F_g00,SENT275_S04_R03_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R03_F_g00.npz,train
vslgh_SENT275_S04_R03_F_g01,SENT275_S04_R03_F_g01,vslgh,THẺ,thẻ,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R03_F_g01.npz,train
vslgh_SENT275_S04_R03_F_g02,SENT275_S04_R03_F_g02,vslgh,BẢO-HIỂM,bảo hiểm,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R03_F_g02.npz,train
vslgh_SENT275_S04_R03_F_g03,SENT275_S04_R03_F_g03,vslgh,LẤY-THUỐC,lấy thuốc,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT275_S04_R03_F_g03.npz,train
vslgh_SENT276_S01_R01_F_g00,SENT276_S01_R01_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R01_F_g00.npz,train
vslgh_SENT276_S01_R01_F_g01,SENT276_S01_R01_F_g01,vslgh,ĐÓNG-TIỀN,đóng tiền,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R01_F_g01.npz,train
vslgh_SENT276_S01_R01_F_g02,SENT276_S01_R01_F_g02,vslgh,THÊM,thêm,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R01_F_g02.npz,train
vslgh_SENT276_S01_R01_F_g03,SENT276_S01_R01_F_g03,vslgh,CẦN,cần,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R01_F_g03.npz,train
vslgh_SENT276_S01_R02_F_g00,SENT276_S01_R02_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R02_F_g00.npz,train
vslgh_SENT276_S01_R02_F_g01,SENT276_S01_R02_F_g01,vslgh,ĐÓNG-TIỀN,đóng tiền,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R02_F_g01.npz,train
vslgh_SENT276_S01_R02_F_g02,SENT276_S01_R02_F_g02,vslgh,THÊM,thêm,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R02_F_g02.npz,train
vslgh_SENT276_S01_R02_F_g03,SENT276_S01_R02_F_g03,vslgh,CẦN,cần,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R02_F_g03.npz,train
vslgh_SENT276_S01_R03_F_g00,SENT276_S01_R03_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R03_F_g00.npz,train
vslgh_SENT276_S01_R03_F_g01,SENT276_S01_R03_F_g01,vslgh,ĐÓNG-TIỀN,đóng tiền,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R03_F_g01.npz,train
vslgh_SENT276_S01_R03_F_g02,SENT276_S01_R03_F_g02,vslgh,THÊM,thêm,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R03_F_g02.npz,train
vslgh_SENT276_S01_R03_F_g03,SENT276_S01_R03_F_g03,vslgh,CẦN,cần,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT276_S01_R03_F_g03.npz,train
vslgh_SENT276_S02_R01_F_g00,SENT276_S02_R01_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT276_S02_R01_F_g00.npz,train
vslgh_SENT276_S02_R01_F_g01,SENT276_S02_R01_F_g01,vslgh,ĐÓNG-TIỀN,đóng tiền,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT276_S02_R01_F_g01.npz,train
