gloss,video_count,sample_videos,dialects_represented,avg_frames,avg_fps
bé gái,1,W00217.mp4,Neutral / Unspecified,153.0,30.0
sân vận động,1,W02941.mp4,Neutral / Unspecified,120.0,30.0
sâu,1,W02943.mp4,Neutral / Unspecified,130.0,30.0
sâu bọ,1,W02944.mp4,Neutral / Unspecified,103.0,30.0
sâu răng,1,W02945.mp4,Neutral / Unspecified,94.0,30.0
sâu thẳm,1,W02946.mp4,Neutral / Unspecified,120.0,30.0
sóc trăng,1,W02961.mp4,Neutral / Unspecified,114.0,30.0
sóng biển,1,W02967.mp4,Neutral / Unspecified,98.0,30.0
sóng thần,1,W02968.mp4,Neutral / Unspecified,119.0,30.0
sông hồng,1,W03005.mp4,Neutral / Unspecified,121.0,30.0
súc miệng,1,W03021.mp4,Neutral / Unspecified,101.0,30.0
súp,1,D0078.mp4,Neutral / Unspecified,131.0,30.0
súp lơ,1,D0079.mp4,Neutral / Unspecified,101.0,30.0
săn bắn,1,W02929.mp4,Neutral / Unspecified,108.0,30.0
bé hơn,1,W00218.mp4,Neutral / Unspecified,133.0,30.0
sĩ quan,1,W00590.mp4,Neutral / Unspecified,86.0,30.0
bé loắt choắt,1,W00219.mp4,Neutral / Unspecified,122.0,30.0
béo,1,W00225.mp4,Neutral / Unspecified,142.0,30.0
sơn,1,W03018.mp4,Neutral / Unspecified,112.0,30.0
sương gió,1,W03050.mp4,Neutral / Unspecified,110.0,30.0
sườn,1,W03051.mp4,Neutral / Unspecified,100.0,30.0
sản xuất,1,W02912.mp4,Neutral / Unspecified,99.0,30.0
sấm chớp,1,W02934.mp4,Neutral / Unspecified,96.0,30.0
sấm sét,1,W02935.mp4,Neutral / Unspecified,97.0,30.0
bê tông,1,W00228.mp4,Neutral / Unspecified,162.0,30.0
bên dưới,1,W00237.mp4,Neutral / Unspecified,151.0,30.0
số bé,1,W02975.mp4,Neutral / Unspecified,77.0,30.0
số chín,1,W02981.mp4,Neutral / Unspecified,110.0,30.0
số chẵn,1,W02979.mp4,Neutral / Unspecified,124.0,30.0
số la mã (toán học),1,D0224.mp4,Neutral / Unspecified,117.0,30.0
số liền sau,1,W02990.mp4,Neutral / Unspecified,121.0,30.0
số liền trước,1,W02991.mp4,Neutral / Unspecified,154.0,30.0
số lẻ,1,W02989.mp4,Neutral / Unspecified,168.0,30.0
số lớn,1,W02992.mp4,Neutral / Unspecified,107.0,30.0
số thập phân,1,W02996.mp4,Neutral / Unspecified,100.0,30.0
số đo,1,W02987.mp4,Neutral / Unspecified,108.0,30.0
bên phải,1,W00238.mp4,Neutral / Unspecified,137.0,30.0
sốt,1,W03008.mp4,Neutral / Unspecified,136.0,30.0
sổ tay,1,W02974.mp4,Neutral / Unspecified,124.0,30.0
sổ điểm danh,1,W02972.mp4,Neutral / Unspecified,105.0,30.0
sổ đầu bài,1,W02970.mp4,Neutral / Unspecified,189.0,30.0
sờ,1,D0434.mp4,Neutral / Unspecified,126.0,30.0
sợ không?,1,D0126.mp4,Neutral / Unspecified,233.0,30.0
sợi,1,W03014.mp4,Neutral / Unspecified,109.0,30.0
sợi chỉ,1,W03015.mp4,Neutral / Unspecified,108.0,30.0
sợi dây,1,W03016.mp4,Neutral / Unspecified,114.0,30.0
sợi len,1,W03017.mp4,Neutral / Unspecified,124.0,30.0
sụp đổ,1,D0205.mp4,Neutral / Unspecified,102.0,30.0
sức khỏe,1,W03043.mp4,Neutral / Unspecified,85.0,30.0
sừng,1,W03046.mp4,Neutral / Unspecified,125.0,30.0
sừng bò,1,W03047.mp4,Neutral / Unspecified,78.0,30.0
sừng trâu,1,W03048.mp4,Neutral / Unspecified,98.0,30.0
sửa chữa,1,W03034.mp4,Neutral / Unspecified,95.0,30.0
bên trong,1,W00241.mp4,Neutral / Unspecified,167.0,30.0
bên trái,1,W00239.mp4,Neutral / Unspecified,167.0,30.0
bên trên,1,W00240.mp4,Neutral / Unspecified,167.0,30.0
bênh vực,1,W00246.mp4,Neutral / Unspecified,139.0,30.0
bìa sách,1,W00254.mp4,Neutral / Unspecified,161.0,30.0
sữa rửa mặt,1,W03041.mp4,Neutral / Unspecified,113.0,30.0
sữa đặc,1,W03039.mp4,Neutral / Unspecified,96.0,30.0
sự thật,1,W03031.mp4,Neutral / Unspecified,98.0,30.0
bình dương,1,W00276.mp4,Neutral / Unspecified,166.0,30.0
tai,1,W03061.mp4,Neutral / Unspecified,90.0,30.0
tai nạn,1,W03062.mp4,Neutral / Unspecified,91.0,30.0
tai nạn giao thông,1,W03543.mp4,Neutral / Unspecified,85.0,30.0
tam giác,1,W03074.mp4,Neutral / Unspecified,113.0,30.0
taxi,1,W03089.mp4,Neutral / Unspecified,103.0,30.0
tay,1,W03090.mp4,Neutral / Unspecified,109.0,30.0
bình minh,1,W00279.mp4,Neutral / Unspecified,159.0,30.0
tay phải,1,W03095.mp4,Neutral / Unspecified,95.0,30.0
tay trái,1,W03097.mp4,Neutral / Unspecified,77.0,30.0
tha,1,W03135.mp4,Neutral / Unspecified,98.0,30.0
tha mồi,1,W03136.mp4,Neutral / Unspecified,98.0,30.0
bình phương,1,W00282.mp4,Neutral / Unspecified,137.0,30.0
bình phước,1,W00283.mp4,Neutral / Unspecified,158.0,30.0
tham khảo,1,W03154.mp4,Neutral / Unspecified,119.0,30.0
tham lam,1,W03155.mp4,Neutral / Unspecified,81.0,30.0
bình sữa (em bé),1,D0461.mp4,Neutral / Unspecified,152.0,30.0
bình thuận,1,W00285.mp4,Neutral / Unspecified,148.0,30.0
thanh hóa,1,W03168.mp4,Neutral / Unspecified,105.0,30.0
thanh niên,1,W03171.mp4,Neutral / Unspecified,91.0,30.0
thao thức,1,D0331.mp4,Neutral / Unspecified,300.0,30.0
theo dõi,1,W03228.mp4,Neutral / Unspecified,111.0,30.0
theo đuổi,1,W03229.mp4,Neutral / Unspecified,79.0,30.0
bình định,1,W00277.mp4,Neutral / Unspecified,154.0,30.0
thiu,1,D0382.mp4,Neutral / Unspecified,157.0,30.0
thiên nhiên,1,W03256.mp4,Neutral / Unspecified,146.0,30.0
thiên thần,1,W03258.mp4,Neutral / Unspecified,155.0,30.0
thiên đình,1,W03254.mp4,Neutral / Unspecified,133.0,30.0
thiếp mời,1,W03263.mp4,Neutral / Unspecified,128.0,30.0
thiếp đi,1,W03262.mp4,Neutral / Unspecified,161.0,30.0
bí ngô,1,W00252.mp4,Neutral / Unspecified,131.0,30.0
thiếu nhi,1,W03269.mp4,Neutral / Unspecified,105.0,30.0
thiếu niên,1,W03270.mp4,Neutral / Unspecified,106.0,30.0
bím tóc đuôi sam,1,W00273.mp4,Neutral / Unspecified,142.0,30.0
bít tất,1,W00287.mp4,Neutral / Unspecified,139.0,30.0
thiệt thòi,1,W03268.mp4,Neutral / Unspecified,123.0,30.0
thoát hiểm,1,W03276.mp4,Neutral / Unspecified,129.0,30.0
thoăn thoắt,1,D0458.mp4,Neutral / Unspecified,139.0,30.0
thu mua,1,W03316.mp4,Neutral / Unspecified,110.0,30.0
thu nhỏ,1,W03317.mp4,Neutral / Unspecified,112.0,30.0
thu thập,1,W03318.mp4,Neutral / Unspecified,125.0,30.0
thung lũng,1,D0477.mp4,Neutral / Unspecified,160.0,30.0
thuyết phục,1,W03351.mp4,Neutral / Unspecified,143.0,30.0
thuyết trình,1,W03352.mp4,Neutral / Unspecified,125.0,30.0
thuyền chài,1,W03347.mp4,Neutral / Unspecified,133.0,30.0
thuyền rồng,1,W03349.mp4,Neutral / Unspecified,147.0,30.0
bò,1,W00288.mp4,Neutral / Unspecified,129.0,30.0
thuận lợi,1,W03326.mp4,Neutral / Unspecified,125.0,30.0
thuốc bắc,1,W03333.mp4,Neutral / Unspecified,123.0,30.0
thuốc bổ,1,W03334.mp4,Neutral / Unspecified,108.0,30.0
thuốc lá,1,W03335.mp4,Neutral / Unspecified,122.0,30.0
thuộc lòng,1,W03338.mp4,Neutral / Unspecified,111.0,30.0
thuộc địa,1,D0353.mp4,Neutral / Unspecified,101.0,30.0
thuỷ thủ,1,W03341.mp4,Neutral / Unspecified,116.0,30.0
bò sát,1,W00289.mp4,Neutral / Unspecified,161.0,30.0
thành công,1,W03173.mp4,Neutral / Unspecified,102.0,30.0
bò tót,1,W00290.mp4,Neutral / Unspecified,142.0,30.0
thành thạo,1,W03180.mp4,Neutral / Unspecified,105.0,30.0
thành thị,1,W03181.mp4,Neutral / Unspecified,95.0,30.0
thành viên,1,W03185.mp4,Neutral / Unspecified,125.0,30.0
thác,1,W03141.mp4,Neutral / Unspecified,81.0,30.0
thái nguyên,1,W03150.mp4,Neutral / Unspecified,84.0,30.0
bó hoa,1,W00298.mp4,Neutral / Unspecified,145.0,30.0
thám tử,1,W03160.mp4,Neutral / Unspecified,127.0,30.0
thán phục,1,W03164.mp4,Neutral / Unspecified,117.0,30.0
bó đũa,1,W00297.mp4,Neutral / Unspecified,154.0,30.0
thánh gióng,1,D0480.mp4,Neutral / Unspecified,115.0,30.0
thánh địa mỹ sơn,1,W03186.mp4,Neutral / Unspecified,130.0,30.0
tháo gỡ,1,W03191.mp4,Neutral / Unspecified,91.0,30.0
tháp,1,W03192.mp4,Neutral / Unspecified,89.0,30.0
tháp rùa,1,W03193.mp4,Neutral / Unspecified,131.0,30.0
thâm quầng mắt,1,D0332.mp4,Neutral / Unspecified,110.0,30.0
bóc lột,1,W00299.mp4,Neutral / Unspecified,138.0,30.0
thân hình,1,W03205.mp4,Neutral / Unspecified,104.0,30.0
thân thiết,1,W03207.mp4,Neutral / Unspecified,95.0,30.0
thân thiện,1,W03208.mp4,Neutral / Unspecified,87.0,30.0
thèm,1,D0026.mp4,Neutral / Unspecified,145.0,30.0
thèm rỏ dãi,1,D0027.mp4,Neutral / Unspecified,129.0,30.0
thét,1,W03232.mp4,Neutral / Unspecified,98.0,30.0
thêm,1,W03240.mp4,Neutral / Unspecified,101.0,30.0
bóc vỏ,1,W00300.mp4,Neutral / Unspecified,143.0,30.0
thì thầm,1,D0187.mp4,Neutral / Unspecified,237.0,30.0
bóng bay,1,W00308.mp4,Neutral / Unspecified,159.0,30.0
thí nghiệm,1,D0094.mp4,Neutral / Unspecified,112.0,30.0
thích nghi,1,W00653.mp4,Neutral / Unspecified,63.0,24.0
bùn,1,W00361.mp4,Neutral / Unspecified,160.0,30.0
thím,1,W03272.mp4,Neutral / Unspecified,116.0,30.0
thóc (gạo),1,W03278.mp4,Neutral / Unspecified,124.0,30.0
bùng binh,1,W03371.mp4,Neutral / Unspecified,95.0,30.0
thông báo,1,W03285.mp4,Neutral / Unspecified,113.0,30.0
thông cảm,1,W03286.mp4,Neutral / Unspecified,221.0,30.0
bún chả,1,D0084.mp4,Neutral / Unspecified,138.0,30.0
thông qua,1,W03289.mp4,Neutral / Unspecified,129.0,30.0
thông thường,1,W03291.mp4,Neutral / Unspecified,123.0,30.0
bún mắm,1,D0083.mp4,Neutral / Unspecified,149.0,30.0
thù lao,1,W03319.mp4,Neutral / Unspecified,117.0,30.0
thùng,1,W03330.mp4,Neutral / Unspecified,125.0,30.0
bún ngan,1,D0085.mp4,Neutral / Unspecified,120.0,30.0
bún đậu,1,D0087B.mp4,B (Miền Bắc / North),119.0,30.0
thúc đẩy,1,W03328.mp4,Neutral / Unspecified,110.0,30.0
bún ốc,1,D0086.mp4,Neutral / Unspecified,134.0,30.0
thăng bằng,1,W03199.mp4,Neutral / Unspecified,86.0,30.0
thăng long,1,D0244.mp4,Neutral / Unspecified,102.0,30.0
búp bê,1,W00378.mp4,Neutral / Unspecified,98.0,30.0
thư giãn,1,W03354.mp4,Neutral / Unspecified,128.0,30.0
thương (số),1,W03370.mp4,Neutral / Unspecified,112.0,30.0
thương mại,1,D0306.mp4,Neutral / Unspecified,105.0,30.0
bút,1,W00380.mp4,Neutral / Unspecified,143.0,30.0
bút bi,1,W00381.mp4,Neutral / Unspecified,288.0,30.0
thả diều,1,W03139.mp4,Neutral / Unspecified,110.0,30.0
thả mồi,1,W03140.mp4,Neutral / Unspecified,83.0,30.0
thản nhiên,1,W03163.mp4,Neutral / Unspecified,100.0,30.0
thấp hơn,1,W03215.mp4,Neutral / Unspecified,101.0,30.0
thấp nhất,1,W03216.mp4,Neutral / Unspecified,103.0,30.0
thần chết,1,W03210.mp4,Neutral / Unspecified,92.0,30.0
thần kinh,1,W03211N.mp4,N (Miền Nam / South),94.0,30.0
thần kì,1,W03445.mp4,Neutral / Unspecified,107.0,30.0
bút dạ,1,W00382.mp4,Neutral / Unspecified,156.0,30.0
thầy cúng,1,W03223.mp4,Neutral / Unspecified,96.0,30.0
bút máy,1,W00384.mp4,Neutral / Unspecified,154.0,30.0
thận,1,W03214.mp4,Neutral / Unspecified,97.0,30.0
thập thò,1,W03219.mp4,Neutral / Unspecified,109.0,30.0
thật thà,1,W03221.mp4,Neutral / Unspecified,97.0,30.0
thắc mắc,1,W03196.mp4,Neutral / Unspecified,95.0,30.0
thắng lợi,1,W03203.mp4,Neutral / Unspecified,101.0,30.0
thắp đèn,1,D0450.mp4,Neutral / Unspecified,98.0,30.0
thẳng hàng (toán học),1,W03201.mp4,Neutral / Unspecified,84.0,30.0
thẳng tắp,1,W03202.mp4,Neutral / Unspecified,123.0,30.0
thẻ,1,W03230.mp4,Neutral / Unspecified,88.0,30.0
thế hệ,1,W03237.mp4,Neutral / Unspecified,111.0,30.0
băng bó,1,W00188.mp4,Neutral / Unspecified,138.0,30.0
thề,1,W03233.mp4,Neutral / Unspecified,89.0,30.0
thềm,1,W03241.mp4,Neutral / Unspecified,134.0,30.0
thị giác,1,W03247.mp4,Neutral / Unspecified,138.0,30.0
thị lực,1,W03248.mp4,Neutral / Unspecified,142.0,30.0
thịnh vượng,1,D0340.mp4,Neutral / Unspecified,103.0,30.0
thối,1,D0381.mp4,Neutral / Unspecified,103.0,30.0
thống nhất,1,W03294.mp4,Neutral / Unspecified,131.0,30.0
thống nhất đất nước,1,D0304.mp4,Neutral / Unspecified,90.0,30.0
thổ dân,1,W01943.mp4,Neutral / Unspecified,91.0,30.0
thổi,1,W03281.mp4,Neutral / Unspecified,136.0,30.0
thổi bóng,1,W03282.mp4,Neutral / Unspecified,142.0,30.0
thổi kèn,1,W03283.mp4,Neutral / Unspecified,149.0,30.0
thờ cúng,1,W03299.mp4,Neutral / Unspecified,122.0,30.0
thời gian biểu,1,W03303.mp4,Neutral / Unspecified,125.0,30.0
thở,1,W03305.mp4,Neutral / Unspecified,155.0,30.0
thở dài,1,W03300.mp4,Neutral / Unspecified,167.0,30.0
thợ kim hoàn,1,W03306.mp4,Neutral / Unspecified,134.0,30.0
thợ rèn,1,W03308.mp4,Neutral / Unspecified,122.0,30.0
thợ thêu,1,W03309.mp4,Neutral / Unspecified,142.0,30.0
thụ phấn (hoa),1,W03427.mp4,Neutral / Unspecified,118.0,30.0
băng chuyền,1,W00189.mp4,Neutral / Unspecified,173.0,30.0
băng dính,1,W00190.mp4,Neutral / Unspecified,142.0,30.0
thủng,1,W03331.mp4,Neutral / Unspecified,111.0,30.0
thủy chung,1,W03344.mp4,Neutral / Unspecified,136.0,30.0
băng giá,1,W00191.mp4,Neutral / Unspecified,152.0,30.0
thứ tự,1,W03357.mp4,Neutral / Unspecified,211.0,30.0
băng hình,1,W00192.mp4,Neutral / Unspecified,130.0,30.0
băng-la-đét (nước băng-la-đét),1,W00193.mp4,Neutral / Unspecified,167.0,30.0
thực hiện,1,W03365.mp4,Neutral / Unspecified,114.0,30.0
thực hành,1,W03364.mp4,Neutral / Unspecified,98.0,30.0
thực phẩm,1,W03366.mp4,Neutral / Unspecified,76.0,30.0
thực sự,1,W03367.mp4,Neutral / Unspecified,92.0,30.0
thực tế,1,W03368.mp4,Neutral / Unspecified,76.0,30.0
thực vật,1,W03369.mp4,Neutral / Unspecified,104.0,30.0
ti hí mắt,1,D0067.mp4,Neutral / Unspecified,132.0,30.0
tia chớp,1,W03386.mp4,Neutral / Unspecified,87.0,30.0
tia nắng,1,W03387.mp4,Neutral / Unspecified,106.0,30.0
tia số,1,W03388.mp4,Neutral / Unspecified,102.0,30.0
tim,1,W03431.mp4,Neutral / Unspecified,118.0,30.0
tin cậy,1,W03435.mp4,Neutral / Unspecified,93.0,30.0
tin học,1,W03436.mp4,Neutral / Unspecified,116.0,30.0
tin nhắn,1,W03437.mp4,Neutral / Unspecified,94.0,30.0
tin tức,1,W03438.mp4,Neutral / Unspecified,79.0,30.0
tinh mắt,1,D0117.mp4,Neutral / Unspecified,331.0,30.0
tinh trùng,1,W03342.mp4,Neutral / Unspecified,94.0,30.0
tiêm,1,W03394.mp4,Neutral / Unspecified,118.0,30.0
tiêu cực,1,W03424.mp4,Neutral / Unspecified,100.0,30.0
tiêu diệt,1,W03425.mp4,Neutral / Unspecified,95.0,30.0
tiêu hoá,1,W03426.mp4,Neutral / Unspecified,104.0,30.0
bơi,1,W00347.mp4,Neutral / Unspecified,197.0,24.0
tiến bộ,1,D0315.mp4,Neutral / Unspecified,118.0,30.0
tiến sĩ,1,W03405.mp4,Neutral / Unspecified,109.0,30.0
bơi lội,1,W00348.mp4,Neutral / Unspecified,185.0,24.0
tiếng nói,1,W03414.mp4,Neutral / Unspecified,92.0,30.0
tiếp nhận,1,W03416.mp4,Neutral / Unspecified,94.0,30.0
tiếp theo,1,W03418.mp4,Neutral / Unspecified,82.0,30.0
tiếp thu,1,W03419.mp4,Neutral / Unspecified,111.0,30.0
tiếp tân,1,D0003.mp4,Neutral / Unspecified,125.0,30.0
bơm (cái bơm),1,W00349.mp4,Neutral / Unspecified,128.0,30.0
bơm nước,1,W00350.mp4,Neutral / Unspecified,119.0,30.0
tiền giang,1,W03398.mp4,Neutral / Unspecified,227.0,30.0
tiểu học,1,W03430.mp4,Neutral / Unspecified,98.0,30.0
tiệc,1,W03393.mp4,Neutral / Unspecified,85.0,30.0
tiện nghi,1,W03407.mp4,Neutral / Unspecified,97.0,30.0
to lớn,1,W03466.mp4,Neutral / Unspecified,129.0,30.0
toa lét,1,W03469.mp4,Neutral / Unspecified,110.0,30.0
bơm xe,1,W00351.mp4,Neutral / Unspecified,114.0,30.0
bưu tá,1,W00393.mp4,Neutral / Unspecified,154.0,30.0
toàn cầu,1,W03476.mp4,Neutral / Unspecified,137.0,30.0
trang phục,1,W03537.mp4,Neutral / Unspecified,152.0,30.0
trang trí,1,W03519.mp4,Neutral / Unspecified,165.0,30.0
trang điểm,1,D0445.mp4,Neutral / Unspecified,120.0,30.0
tranh luận,1,W03542.mp4,Neutral / Unspecified,70.0,30.0
trao tặng,1,W03545.mp4,Neutral / Unspecified,144.0,30.0
bước,1,W00388.mp4,Neutral / Unspecified,146.0,30.0
tri kỉ,1,W03238.mp4,Neutral / Unspecified,113.0,30.0
triều cường,1,W03585.mp4,Neutral / Unspecified,160.0,30.0
triều đình,1,W03587.mp4,Neutral / Unspecified,134.0,30.0
triệu phú,1,W00069.mp4,Neutral / Unspecified,101.0,24.0
trong khoảng,1,D0290.mp4,Neutral / Unspecified,105.0,30.0
bước chân,1,W00389.mp4,Neutral / Unspecified,147.0,30.0
trong suốt,1,W03612.mp4,Neutral / Unspecified,266.0,30.0
trong sáng,1,W03606.mp4,Neutral / Unspecified,114.0,30.0
trung bình,1,W03638.mp4,Neutral / Unspecified,128.0,30.0
bạc liêu,1,W00070.mp4,Neutral / Unspecified,161.0,30.0
bạn yêu bạn ấy,1,D0141.mp4,Neutral / Unspecified,79.0,30.0
trung thành,1,W03644.mp4,Neutral / Unspecified,245.0,30.0
trung tâm,1,W03643.mp4,Neutral / Unspecified,154.0,30.0
trung điểm,1,W03641.mp4,Neutral / Unspecified,103.0,30.0
trung ương,1,W03646.mp4,Neutral / Unspecified,127.0,30.0
truyền dịch,1,W03650.mp4,Neutral / Unspecified,152.0,30.0
truyền thông,1,W03653.mp4,Neutral / Unspecified,133.0,30.0
truyền thống,1,W03654.mp4,Neutral / Unspecified,154.0,30.0
trà,1,W03524.mp4,Neutral / Unspecified,128.0,30.0
trà nóng,1,D0404.mp4,Neutral / Unspecified,128.0,30.0
trà sữa,1,D0405.mp4,Neutral / Unspecified,133.0,30.0
trà vinh,1,W03513.mp4,Neutral / Unspecified,117.0,30.0
trà đá,1,D0403.mp4,Neutral / Unspecified,69.0,30.0
tràn ngập (nước),1,W03536.mp4,Neutral / Unspecified,107.0,30.0
trách mắng,1,W03514.mp4,Neutral / Unspecified,107.0,30.0
trách nhiệm,1,W03528.mp4,Neutral / Unspecified,154.0,30.0
bạn yêu tôi,1,D0138.mp4,Neutral / Unspecified,112.0,30.0
tránh thai,1,W03544.mp4,Neutral / Unspecified,131.0,30.0
trêu,1,W03573.mp4,Neutral / Unspecified,155.0,30.0
trêu tức,1,W03575.mp4,Neutral / Unspecified,159.0,30.0
trình bày,1,W03593.mp4,Neutral / Unspecified,124.0,30.0
trình độ,1,W03594.mp4,Neutral / Unspecified,247.0,30.0
trí khôn,1,W03576.mp4,Neutral / Unspecified,118.0,30.0
trí thức,1,W03578.mp4,Neutral / Unspecified,264.0,30.0
trò chơi,1,W03599.mp4,Neutral / Unspecified,133.0,30.0
tròn,1,W03607.mp4,Neutral / Unspecified,270.0,30.0
tròn trịa (mặt),1,W03605.mp4,Neutral / Unspecified,138.0,30.0
trói tay,1,W03603.mp4,Neutral / Unspecified,118.0,30.0
bạn ấy yêu bạn,1,D0142.mp4,Neutral / Unspecified,77.0,30.0
trông coi,1,W03621.mp4,Neutral / Unspecified,122.0,30.0
trông nhà,1,D0174.mp4,Neutral / Unspecified,68.0,30.0
bạn ấy yêu tôi,1,D0140.mp4,Neutral / Unspecified,142.0,30.0
trùm chăn,1,W03637.mp4,Neutral / Unspecified,131.0,30.0
trú mưa,1,W03632.mp4,Neutral / Unspecified,142.0,30.0
trúng thưởng,1,W03648.mp4,Neutral / Unspecified,90.0,30.0
bản làng,1,W00100.mp4,Neutral / Unspecified,180.0,30.0
bản lề,1,W00101.mp4,Neutral / Unspecified,152.0,30.0
trưng bày,1,W03666.mp4,Neutral / Unspecified,122.0,30.0
bản nhạc,1,W00102.mp4,Neutral / Unspecified,209.0,30.0
trường hợp,1,W03672.mp4,Neutral / Unspecified,257.0,30.0
bản sao (chỉ người),1,W00103.mp4,Neutral / Unspecified,119.0,30.0
bản thân,1,W00104.mp4,Neutral / Unspecified,175.0,30.0
bảng chỉ dẫn,1,W00116.mp4,Neutral / Unspecified,137.0,30.0
bảng chữ cái ngón tay,1,W00118.mp4,Neutral / Unspecified,137.0,30.0
trưởng nhóm,1,W03676.mp4,Neutral / Unspecified,126.0,30.0
trưởng thành,1,W03350.mp4,Neutral / Unspecified,108.0,30.0
trại giam,1,W03517.mp4,Neutral / Unspecified,108.0,30.0
trạm xe buýt,1,W03534.mp4,Neutral / Unspecified,152.0,30.0
trạm y tế,1,W03535.mp4,Neutral / Unspecified,136.0,30.0
trả (đt),1,W03525.mp4,Neutral / Unspecified,91.0,30.0
trả lời,1,W03526.mp4,Neutral / Unspecified,125.0,30.0
trả thù,1,W04065.mp4,Neutral / Unspecified,139.0,30.0
trầm trồ,1,W03554.mp4,Neutral / Unspecified,83.0,30.0
trần nhà,1,W03562.mp4,Neutral / Unspecified,110.0,30.0
trần quốc toản,1,W02806.mp4,Neutral / Unspecified,108.0,30.0
bảng cửu chương,1,W00120.mp4,Neutral / Unspecified,92.0,24.0
trắng tay,1,W03553.mp4,Neutral / Unspecified,162.0,30.0
bảng học sinh,1,W00113.mp4,Neutral / Unspecified,92.0,24.0
bảng màu,1,W00123B.mp4,B (Miền Bắc / North),167.0,30.0
trọng nam khinh nữ,1,W00728.mp4,Neutral / Unspecified,80.0,24.0
trọng tài,1,W03614.mp4,Neutral / Unspecified,142.0,30.0
bảo hiểm,1,W00153.mp4,Neutral / Unspecified,236.0,30.0
trốn tìm,1,D0291.mp4,Neutral / Unspecified,124.0,30.0
trống,1,W03624.mp4,Neutral / Unspecified,163.0,30.0
trống (không có gì),1,W01284.mp4,Neutral / Unspecified,92.0,24.0
trộm cắp,1,W03618.mp4,Neutral / Unspecified,126.0,30.0
trộn (đt),1,W03626.mp4,Neutral / Unspecified,121.0,30.0
trở thành,1,W03629.mp4,Neutral / Unspecified,164.0,30.0
trục hoành,1,W03633.mp4,Neutral / Unspecified,123.0,30.0
trục tung,1,W03634.mp4,Neutral / Unspecified,117.0,30.0
trục xuất,1,W03635.mp4,Neutral / Unspecified,111.0,30.0
bảo thủ,1,W00157.mp4,Neutral / Unspecified,162.0,30.0
bảo tàng,1,W00156.mp4,Neutral / Unspecified,159.0,30.0
trực nhật,1,W03657.mp4,Neutral / Unspecified,129.0,30.0
trực tiếp,1,W03665.mp4,Neutral / Unspecified,133.0,30.0
tung tăng,1,W03696.mp4,Neutral / Unspecified,102.0,30.0
tuy hoà,1,D0015.mp4,Neutral / Unspecified,139.0,30.0
tuyên bố,1,W03701.mp4,Neutral / Unspecified,127.0,30.0
tuyên ngôn,1,W03702.mp4,Neutral / Unspecified,125.0,30.0
tuyên truyền,1,D0339.mp4,Neutral / Unspecified,105.0,30.0
tuyệt vọng,1,W03708.mp4,Neutral / Unspecified,144.0,30.0
tuân lệnh,1,W03683.mp4,Neutral / Unspecified,108.0,30.0
tuân thủ,1,W03684.mp4,Neutral / Unspecified,123.0,30.0
bảo đảm,1,W00152.mp4,Neutral / Unspecified,148.0,30.0
bất hiếu,1,W00207.mp4,Neutral / Unspecified,123.0,30.0
bất khuất,1,D0241.mp4,Neutral / Unspecified,158.0,30.0
bất động,1,W00206.mp4,Neutral / Unspecified,129.0,30.0
tuần trăng mật,1,D0348.mp4,Neutral / Unspecified,91.0,30.0
bầu trời,1,W00212.mp4,Neutral / Unspecified,156.0,30.0
tuốt lúa,1,W03699.mp4,Neutral / Unspecified,144.0,30.0
tuổi thơ,1,W03698.mp4,Neutral / Unspecified,110.0,30.0
tuổi thơ ấu,1,W03297.mp4,Neutral / Unspecified,127.0,30.0
tuỷ sống,1,W03700.mp4,Neutral / Unspecified,144.0,30.0
tài giỏi,1,W03063.mp4,Neutral / Unspecified,109.0,30.0
tài năng,1,W03064.mp4,Neutral / Unspecified,97.0,30.0
tài trợ,1,W03067.mp4,Neutral / Unspecified,94.0,30.0
bẫy chim,1,W00213.mp4,Neutral / Unspecified,194.0,30.0
tàu ngầm,1,W03086.mp4,Neutral / Unspecified,221.0,30.0
tàu thuyền,1,W03087.mp4,Neutral / Unspecified,120.0,30.0
tàu thủy,1,W03088.mp4,Neutral / Unspecified,105.0,30.0
tác dụng,1,W03054.mp4,Neutral / Unspecified,102.0,30.0
tác giả,1,W03056.mp4,Neutral / Unspecified,93.0,30.0
tác phẩm,1,W03058.mp4,Neutral / Unspecified,83.0,30.0
bẫy chuột (dụng cụ),1,W00215.mp4,Neutral / Unspecified,145.0,30.0
tách,1,W03059.mp4,Neutral / Unspecified,101.0,30.0
tách lớp,1,W03060.mp4,Neutral / Unspecified,93.0,30.0
tái phát,1,W03070.mp4,Neutral / Unspecified,140.0,30.0
bậc thang,1,W00203.mp4,Neutral / Unspecified,261.0,30.0
tán thành,1,W03077.mp4,Neutral / Unspecified,97.0,30.0
tát,1,W03084.mp4,Neutral / Unspecified,86.0,30.0
tâm thần,1,W03103.mp4,Neutral / Unspecified,91.0,30.0
tây bắc,1,W03121.mp4,Neutral / Unspecified,100.0,30.0
tây nguyên,1,W03123.mp4,Neutral / Unspecified,96.0,30.0
tây ninh,1,W03124.mp4,Neutral / Unspecified,86.0,30.0
bập bênh,1,W00205.mp4,Neutral / Unspecified,157.0,30.0
tên riêng,1,W03130N.mp4,N (Miền Nam / South),75.0,30.0
bật lửa,1,W00210.mp4,Neutral / Unspecified,167.0,30.0
tình cảm,1,W03447.mp4,Neutral / Unspecified,135.0,30.0
